Model,TBS1102C
Firmware Version,v1.29.30

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0004,
Sample Interval,3.2e-07,
Filter Frequency,2e+08,
Record Length,20000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
-2.6944e-04,-3.55812,0.207656
-2.6912e-04,-3.54781,0.183125
-2.6880e-04,-3.55781,0.188438
-2.6848e-04,-3.53313,0.198594
-2.6816e-04,-3.53375,0.196875
-2.6784e-04,-3.52766,0.197656
-2.6752e-04,-3.52047,0.19625
-2.6720e-04,-3.50859,0.182656
-2.6688e-04,-3.51734,0.197656
-2.6656e-04,-3.49875,0.189062
-2.6624e-04,-3.5075,0.18625
-2.6592e-04,-3.49266,0.206563
-2.6560e-04,-3.47922,0.188281
-2.6528e-04,-3.47922,0.195938
-2.6496e-04,-3.48844,0.206094
-2.6464e-04,-3.48328,0.19125
-2.6432e-04,-3.46547,0.186875
-2.6400e-04,-3.46703,0.204531
-2.6368e-04,-3.45484,0.199688
-2.6336e-04,-3.44922,0.199219
-2.6304e-04,-3.44844,0.222188
-2.6272e-04,-3.44422,0.202187
-2.6240e-04,-3.43688,0.208906
-2.6208e-04,-3.43078,0.2075
-2.6176e-04,-3.41406,0.186406
-2.6144e-04,-3.41438,0.199063
-2.6112e-04,-3.40797,0.207031
-2.6080e-04,-3.40109,0.206719
-2.6048e-04,-3.40375,0.215938
-2.6016e-04,-3.38781,0.2175
-2.5984e-04,-3.38531,0.212031
-2.5952e-04,-3.37859,0.218906
-2.5920e-04,-3.36563,0.220938
-2.5888e-04,-3.36016,0.209063
-2.5856e-04,-3.36281,0.227344
-2.5824e-04,-3.355,0.206406
-2.5792e-04,-3.35406,0.209375
-2.5760e-04,-3.35,0.211719
-2.5728e-04,-3.34953,0.220156
-2.5696e-04,-3.34813,0.211719
-2.5664e-04,-3.33,0.227188
-2.5632e-04,-3.32047,0.210938
-2.5600e-04,-3.32078,0.213594
-2.5568e-04,-3.31297,0.233437
-2.5536e-04,-3.30109,0.213281
-2.5504e-04,-3.30688,0.206719
-2.5472e-04,-3.29563,0.235156
-2.5440e-04,-3.28406,0.213438
-2.5408e-04,-3.27625,0.222031
-2.5376e-04,-3.26734,0.232813
-2.5344e-04,-3.26672,0.213906
-2.5312e-04,-3.25531,0.220625
-2.5280e-04,-3.25859,0.239219
-2.5248e-04,-3.25266,0.224062
-2.5216e-04,-3.23703,0.229375
-2.5184e-04,-3.23641,0.233125
-2.5152e-04,-3.23156,0.212031
-2.5120e-04,-3.22594,0.239844
-2.5088e-04,-3.22281,0.245938
-2.5056e-04,-3.21937,0.216406
-2.5024e-04,-3.21281,0.246875
-2.4992e-04,-3.20812,0.233906
-2.4960e-04,-3.19391,0.228125
-2.4928e-04,-3.19344,0.254844
-2.4896e-04,-3.19734,0.235781
-2.4864e-04,-3.18859,0.230938
-2.4832e-04,-3.18375,0.237344
-2.4800e-04,-3.17281,0.240625
-2.4768e-04,-3.155,0.238125
-2.4736e-04,-3.15859,0.250312
-2.4704e-04,-3.15672,0.237813
-2.4672e-04,-3.12703,0.244375
-2.4640e-04,-3.14672,0.249219
-2.4608e-04,-3.12031,0.240625
-2.4576e-04,-3.11953,0.245625
-2.4544e-04,-3.12062,0.253906
-2.4512e-04,-3.11859,0.244219
-2.4480e-04,-3.11422,0.248906
-2.4448e-04,-3.10219,0.259063
-2.4416e-04,-3.09656,0.244688
-2.4384e-04,-3.10266,0.258125
-2.4352e-04,-3.09266,0.261406
-2.4320e-04,-3.07922,0.2425
-2.4288e-04,-3.07297,0.254375
-2.4256e-04,-3.06828,0.262656
-2.4224e-04,-3.07063,0.245469
-2.4192e-04,-3.06469,0.258906
-2.4160e-04,-3.04734,0.265937
-2.4128e-04,-3.04281,0.248906
-2.4096e-04,-3.04125,0.266094
-2.4064e-04,-3.03953,0.263594
-2.4032e-04,-3.02734,0.253125
-2.4000e-04,-3.03516,0.267656
-2.3968e-04,-3.01438,0.273438
-2.3936e-04,-3.01547,0.263281
-2.3904e-04,-3.01328,0.267031
-2.3872e-04,-3.00141,0.268281
-2.3840e-04,-3.00062,0.262031
-2.3808e-04,-2.99891,0.28375
-2.3776e-04,-2.98687,0.269219
-2.3744e-04,-2.96563,0.263906
-2.3712e-04,-2.97313,0.268125
-2.3680e-04,-2.96,0.255
-2.3648e-04,-2.95938,0.253125
-2.3616e-04,-2.95531,0.273438
-2.3584e-04,-2.96281,0.274688
-2.3552e-04,-2.94188,0.26625
-2.3520e-04,-2.94578,0.283594
-2.3488e-04,-2.93,0.270625
-2.3456e-04,-2.91859,0.289844
-2.3424e-04,-2.93,0.277344
-2.3392e-04,-2.92266,0.281406
-2.3360e-04,-2.91578,0.288438
-2.3328e-04,-2.9075,0.283281
-2.3296e-04,-2.90391,0.264375
-2.3264e-04,-2.90547,0.294531
-2.3232e-04,-2.88844,0.284844
-2.3200e-04,-2.89938,0.285313
-2.3168e-04,-2.89,0.2925
-2.3136e-04,-2.87953,0.291875
-2.3104e-04,-2.85828,0.282656
-2.3072e-04,-2.86578,0.29125
-2.3040e-04,-2.86359,0.294375
-2.3008e-04,-2.86734,0.29125
-2.2976e-04,-2.84047,0.3075
-2.2944e-04,-2.84484,0.296406
-2.2912e-04,-2.83531,0.297969
-2.2880e-04,-2.81953,0.308125
-2.2848e-04,-2.81797,0.289687
-2.2816e-04,-2.82375,0.282344
-2.2784e-04,-2.81734,0.307969
-2.2752e-04,-2.80313,0.284062
-2.2720e-04,-2.80422,0.295781
-2.2688e-04,-2.80172,0.300625
-2.2656e-04,-2.79094,0.29375
-2.2624e-04,-2.78922,0.301406
-2.2592e-04,-2.77937,0.305938
-2.2560e-04,-2.76063,0.301719
-2.2528e-04,-2.76844,0.303594
-2.2496e-04,-2.76063,0.307812
-2.2464e-04,-2.76375,0.293906
-2.2432e-04,-2.75297,0.300312
-2.2400e-04,-2.74469,0.318281
-2.2368e-04,-2.73828,0.290781
-2.2336e-04,-2.73828,0.308438
-2.2304e-04,-2.72562,0.316875
-2.2272e-04,-2.71172,0.316563
-2.2240e-04,-2.72391,0.319844
-2.2208e-04,-2.71219,0.31875
-2.2176e-04,-2.70484,0.307188
-2.2144e-04,-2.69797,0.332188
-2.2112e-04,-2.68266,0.315469
-2.2080e-04,-2.68547,0.306406
-2.2048e-04,-2.67437,0.336562
-2.2016e-04,-2.67719,0.314688
-2.1984e-04,-2.67797,0.325625
-2.1952e-04,-2.66547,0.330781
-2.1920e-04,-2.65422,0.330313
-2.1888e-04,-2.65563,0.3175
-2.1856e-04,-2.64781,0.332813
-2.1824e-04,-2.64469,0.328906
-2.1792e-04,-2.65656,0.322656
-2.1760e-04,-2.6375,0.330313
-2.1728e-04,-2.6325,0.333594
-2.1696e-04,-2.63047,0.334219
-2.1664e-04,-2.62828,0.344531
-2.1632e-04,-2.62672,0.330937
-2.1600e-04,-2.60844,0.341562
-2.1568e-04,-2.60031,0.3475
-2.1536e-04,-2.59766,0.33125
-2.1504e-04,-2.60906,0.347187
-2.1472e-04,-2.5925,0.351562
-2.1440e-04,-2.58641,0.342031
-2.1408e-04,-2.58125,0.350625
-2.1376e-04,-2.58375,0.344531
-2.1344e-04,-2.57984,0.341562
-2.1312e-04,-2.57156,0.353438
-2.1280e-04,-2.56141,0.353281
-2.1248e-04,-2.56297,0.349062
-2.1216e-04,-2.55094,0.364531
-2.1184e-04,-2.54203,0.355
-2.1152e-04,-2.54375,0.353281
-2.1120e-04,-2.52,0.380312
-2.1088e-04,-2.53109,0.376094
-2.1056e-04,-2.52422,0.352969
-2.1024e-04,-2.51094,0.38
-2.0992e-04,-2.51,0.353906
-2.0960e-04,-2.51109,0.350469
-2.0928e-04,-2.51672,0.361406
-2.0896e-04,-2.50625,0.367812
-2.0864e-04,-2.48563,0.368438
-2.0832e-04,-2.48062,0.380312
-2.0800e-04,-2.47812,0.362969
-2.0768e-04,-2.46781,0.365938
-2.0736e-04,-2.46625,0.383594
-2.0704e-04,-2.45875,0.373594
-2.0672e-04,-2.4575,0.374219
-2.0640e-04,-2.45484,0.390625
-2.0608e-04,-2.44406,0.389688
-2.0576e-04,-2.43516,0.387813
-2.0544e-04,-2.44063,0.397188
-2.0512e-04,-2.42625,0.371563
-2.0480e-04,-2.43922,0.390625
-2.0448e-04,-2.42563,0.388906
-2.0416e-04,-2.41359,0.377344
-2.0384e-04,-2.40703,0.388125
-2.0352e-04,-2.40125,0.387344
-2.0320e-04,-2.40672,0.382656
-2.0288e-04,-2.38766,0.411406
-2.0256e-04,-2.37938,0.397188
-2.0224e-04,-2.38703,0.388437
-2.0192e-04,-2.36844,0.414062
-2.0160e-04,-2.36563,0.395625
-2.0128e-04,-2.36437,0.406094
-2.0096e-04,-2.355,0.416094
-2.0064e-04,-2.35266,0.400781
-2.0032e-04,-2.36,0.391406
-2.0000e-04,-2.35344,0.41875
-1.9968e-04,-2.33312,0.410156
-1.9936e-04,-2.35062,0.398438
-1.9904e-04,-2.33359,0.4125
-1.9872e-04,-2.32844,0.405938
-1.9840e-04,-2.31953,0.401406
-1.9808e-04,-2.31344,0.418906
-1.9776e-04,-2.31156,0.420313
-1.9744e-04,-2.30891,0.4125
-1.9712e-04,-2.29609,0.422187
-1.9680e-04,-2.28406,0.415469
-1.9648e-04,-2.29047,0.422031
-1.9616e-04,-2.27609,0.438906
-1.9584e-04,-2.28781,0.423281
-1.9552e-04,-2.27344,0.429219
-1.9520e-04,-2.27984,0.435469
-1.9488e-04,-2.26328,0.421563
-1.9456e-04,-2.25344,0.420156
-1.9424e-04,-2.24234,0.425938
-1.9392e-04,-2.24703,0.423906
-1.9360e-04,-2.24094,0.443281
-1.9328e-04,-2.24656,0.433594
-1.9296e-04,-2.23062,0.43625
-1.9264e-04,-2.23109,0.447031
-1.9232e-04,-2.22734,0.441406
-1.9200e-04,-2.21891,0.429063
-1.9168e-04,-2.22234,0.442344
-1.9136e-04,-2.20141,0.452969
-1.9104e-04,-2.19922,0.457344
-1.9072e-04,-2.18641,0.452188
-1.9040e-04,-2.18688,0.455
-1.9008e-04,-2.19109,0.439531
-1.8976e-04,-2.16359,0.468438
-1.8944e-04,-2.18453,0.449375
-1.8912e-04,-2.15953,0.453906
-1.8880e-04,-2.16203,0.475
-1.8848e-04,-2.15906,0.465781
-1.8816e-04,-2.15078,0.457344
-1.8784e-04,-2.14406,0.477969
-1.8752e-04,-2.13672,0.462656
-1.8720e-04,-2.13563,0.478438
-1.8688e-04,-2.12469,0.488125
-1.8656e-04,-2.13141,0.464375
-1.8624e-04,-2.13563,0.481875
-1.8592e-04,-2.10781,0.491563
-1.8560e-04,-2.10906,0.479375
-1.8528e-04,-2.0975,0.488438
-1.8496e-04,-2.10453,0.48375
-1.8464e-04,-2.10594,0.475469
-1.8432e-04,-2.08844,0.492188
-1.8400e-04,-2.07797,0.478906
-1.8368e-04,-2.07516,0.487031
-1.8336e-04,-2.06813,0.502344
-1.8304e-04,-2.04891,0.489375
-1.8272e-04,-2.06156,0.486406
-1.8240e-04,-2.0525,0.503906
-1.8208e-04,-2.04484,0.507969
-1.8176e-04,-2.04484,0.500781
-1.8144e-04,-2.04844,0.520781
-1.8112e-04,-2.03531,0.514844
-1.8080e-04,-2.03859,0.497812
-1.8048e-04,-2.01797,0.520469
-1.8016e-04,-2.02031,0.515781
-1.7984e-04,-2.00578,0.513437
-1.7952e-04,-2.00516,0.531875
-1.7920e-04,-2.00047,0.513281
-1.7888e-04,-2.00375,0.518437
-1.7856e-04,-1.99578,0.537813
-1.7824e-04,-1.98625,0.519375
-1.7792e-04,-1.99078,0.533906
-1.7760e-04,-1.97828,0.542656
-1.7728e-04,-1.96172,0.524531
-1.7696e-04,-1.97375,0.540781
-1.7664e-04,-1.96813,0.534219
-1.7632e-04,-1.95531,0.523281
-1.7600e-04,-1.94828,0.538281
-1.7568e-04,-1.94641,0.556875
-1.7536e-04,-1.94828,0.53875
-1.7504e-04,-1.94437,0.551875
-1.7472e-04,-1.935,0.551563
-1.7440e-04,-1.92734,0.542969
-1.7408e-04,-1.91906,0.563281
-1.7376e-04,-1.91859,0.552188
-1.7344e-04,-1.91859,0.557813
-1.7312e-04,-1.90453,0.564063
-1.7280e-04,-1.89734,0.570469
-1.7248e-04,-1.89828,0.568281
-1.7216e-04,-1.89766,0.582187
-1.7184e-04,-1.88984,0.557188
-1.7152e-04,-1.87609,0.560781
-1.7120e-04,-1.88031,0.574531
-1.7088e-04,-1.86875,0.578438
-1.7056e-04,-1.875,0.575
-1.7024e-04,-1.86656,0.595
-1.6992e-04,-1.85688,0.585
-1.6960e-04,-1.87047,0.576719
-1.6928e-04,-1.85875,0.589844
-1.6896e-04,-1.84563,0.587344
-1.6864e-04,-1.83937,0.587187
-1.6832e-04,-1.83641,0.60875
-1.6800e-04,-1.83156,0.58875
-1.6768e-04,-1.84031,0.612969
-1.6736e-04,-1.81781,0.609219
-1.6704e-04,-1.82359,0.59625
-1.6672e-04,-1.81125,0.608437
-1.6640e-04,-1.805,0.618125
-1.6608e-04,-1.8075,0.597656
-1.6576e-04,-1.80344,0.611719
-1.6544e-04,-1.79609,0.615469
-1.6512e-04,-1.79359,0.605156
-1.6480e-04,-1.78937,0.625938
-1.6448e-04,-1.78391,0.623594
-1.6416e-04,-1.78391,0.615
-1.6384e-04,-1.76766,0.632656
-1.6352e-04,-1.77484,0.625469
-1.6320e-04,-1.75922,0.626406
-1.6288e-04,-1.75687,0.639687
-1.6256e-04,-1.75547,0.642188
-1.6224e-04,-1.75812,0.635156
-1.6192e-04,-1.74453,0.64125
-1.6160e-04,-1.73797,0.640313
-1.6128e-04,-1.73562,0.630469
-1.6096e-04,-1.725,0.661406
-1.6064e-04,-1.72516,0.656094
-1.6032e-04,-1.71797,0.65375
-1.6000e-04,-1.71156,0.66375
-1.5968e-04,-1.71109,0.650469
-1.5936e-04,-1.69859,0.660156
-1.5904e-04,-1.70484,0.67125
-1.5872e-04,-1.70312,0.655625
-1.5840e-04,-1.68516,0.661094
-1.5808e-04,-1.68469,0.671094
-1.5776e-04,-1.67891,0.657969
-1.5744e-04,-1.66969,0.67625
-1.5712e-04,-1.6725,0.688125
-1.5680e-04,-1.66984,0.66625
-1.5648e-04,-1.66797,0.695469
-1.5616e-04,-1.66406,0.690469
-1.5584e-04,-1.65656,0.677813
-1.5552e-04,-1.64625,0.705937
-1.5520e-04,-1.64094,0.69625
-1.5488e-04,-1.64563,0.684531
-1.5456e-04,-1.63047,0.697344
-1.5424e-04,-1.62156,0.68375
-1.5392e-04,-1.61875,0.700156
-1.5360e-04,-1.61672,0.710469
-1.5328e-04,-1.62266,0.711719
-1.5296e-04,-1.60875,0.705313
-1.5264e-04,-1.61172,0.723906
-1.5232e-04,-1.59922,0.713125
-1.5200e-04,-1.59516,0.721562
-1.5168e-04,-1.5875,0.736406
-1.5136e-04,-1.57359,0.716719
-1.5104e-04,-1.58969,0.728437
-1.5072e-04,-1.58313,0.742969
-1.5040e-04,-1.58484,0.724219
-1.5008e-04,-1.5675,0.733125
-1.4976e-04,-1.55578,0.750156
-1.4944e-04,-1.54953,0.730781
-1.4912e-04,-1.54484,0.738437
-1.4880e-04,-1.53891,0.752031
-1.4848e-04,-1.55438,0.735
-1.4816e-04,-1.51953,0.758281
-1.4784e-04,-1.52672,0.757656
-1.4752e-04,-1.52844,0.743281
-1.4720e-04,-1.52281,0.769687
-1.4688e-04,-1.51078,0.770781
-1.4656e-04,-1.51047,0.762031
-1.4624e-04,-1.48656,0.766094
-1.4592e-04,-1.50375,0.770469
-1.4560e-04,-1.48422,0.758594
-1.4528e-04,-1.50203,0.777344
-1.4496e-04,-1.47719,0.758906
-1.4464e-04,-1.47375,0.773438
-1.4432e-04,-1.46031,0.792969
-1.4400e-04,-1.46625,0.780312
-1.4368e-04,-1.47203,0.794063
-1.4336e-04,-1.45687,0.797969
-1.4304e-04,-1.45125,0.784375
-1.4272e-04,-1.44141,0.780625
-1.4240e-04,-1.45234,0.805469
-1.4208e-04,-1.44234,0.805469
-1.4176e-04,-1.44312,0.791875
-1.4144e-04,-1.43734,0.823438
-1.4112e-04,-1.43437,0.811719
-1.4080e-04,-1.43094,0.823906
-1.4048e-04,-1.42219,0.824531
-1.4016e-04,-1.42375,0.807031
-1.3984e-04,-1.41,0.82875
-1.3952e-04,-1.4,0.85
-1.3920e-04,-1.39906,0.82
-1.3888e-04,-1.3975,0.847031
-1.3856e-04,-1.39813,0.849531
-1.3824e-04,-1.37828,0.829375
-1.3792e-04,-1.39406,0.861719
-1.3760e-04,-1.37844,0.854531
-1.3728e-04,-1.37547,0.845469
-1.3696e-04,-1.37578,0.85875
-1.3664e-04,-1.36703,0.863281
-1.3632e-04,-1.36516,0.86625
-1.3600e-04,-1.35922,0.882031
-1.3568e-04,-1.36688,0.880625
-1.3536e-04,-1.34172,0.881094
-1.3504e-04,-1.35016,0.889062
-1.3472e-04,-1.33578,0.885781
-1.3440e-04,-1.32453,0.874375
-1.3408e-04,-1.33625,0.896094
-1.3376e-04,-1.31937,0.887969
-1.3344e-04,-1.32344,0.894531
-1.3312e-04,-1.32516,0.897969
-1.3280e-04,-1.31859,0.902188
-1.3248e-04,-1.31672,0.909375
-1.3216e-04,-1.31109,0.904531
-1.3184e-04,-1.30219,0.908281
-1.3152e-04,-1.295,0.901094
-1.3120e-04,-1.28937,0.910781
-1.3088e-04,-1.28063,0.896406
-1.3056e-04,-1.28031,0.921094
-1.3024e-04,-1.28516,0.940781
-1.2992e-04,-1.27953,0.919375
-1.2960e-04,-1.27063,0.947656
-1.2928e-04,-1.27219,0.944219
-1.2896e-04,-1.26891,0.933906
-1.2864e-04,-1.25844,0.953438
-1.2832e-04,-1.25453,0.946875
-1.2800e-04,-1.24094,0.939531
-1.2768e-04,-1.23953,0.968906
-1.2736e-04,-1.24188,0.960781
-1.2704e-04,-1.23469,0.949844
-1.2672e-04,-1.23984,0.970313
-1.2640e-04,-1.22922,0.957187
-1.2608e-04,-1.20969,0.962813
-1.2576e-04,-1.21359,0.983594
-1.2544e-04,-1.21453,0.974219
-1.2512e-04,-1.20797,0.971094
-1.2480e-04,-1.20562,0.999375
-1.2448e-04,-1.20781,0.979844
-1.2416e-04,-1.19953,0.985313
-1.2384e-04,-1.195,0.998437
-1.2352e-04,-1.19766,0.99625
-1.2320e-04,-1.19125,0.9925
-1.2288e-04,-1.175,1.01531
-1.2256e-04,-1.17063,1.01172
-1.2224e-04,-1.18422,1.02641
-1.2192e-04,-1.17484,1.04016
-1.2160e-04,-1.16,1.02266
-1.2128e-04,-1.16094,1.02375
-1.2096e-04,-1.16516,1.02687
-1.2064e-04,-1.145,1.01656
-1.2032e-04,-1.15297,1.04844
-1.2000e-04,-1.15172,1.04797
-1.1968e-04,-1.13766,1.03391
-1.1936e-04,-1.13766,1.05391
-1.1904e-04,-1.13891,1.05156
-1.1872e-04,-1.12469,1.04062
-1.1840e-04,-1.12563,1.06094
-1.1808e-04,-1.12031,1.05547
-1.1776e-04,-1.12094,1.06484
-1.1744e-04,-1.12094,1.09984
-1.1712e-04,-1.09969,1.07469
-1.1680e-04,-1.10859,1.07266
-1.1648e-04,-1.11094,1.09922
-1.1616e-04,-1.08,1.09547
-1.1584e-04,-1.08609,1.09234
-1.1552e-04,-1.08484,1.10062
-1.1520e-04,-1.07703,1.10203
-1.1488e-04,-1.07891,1.10438
-1.1456e-04,-1.07313,1.13563
-1.1424e-04,-1.07406,1.12047
-1.1392e-04,-1.05359,1.12109
-1.1360e-04,-1.06078,1.125
-1.1328e-04,-1.05203,1.11281
-1.1296e-04,-1.04672,1.13281
-1.1264e-04,-1.04328,1.14609
-1.1232e-04,-1.04109,1.12797
-1.1200e-04,-1.04422,1.15297
-1.1168e-04,-1.04188,1.14969
-1.1136e-04,-1.01781,1.15297
-1.1104e-04,-1.03969,1.15656
-1.1072e-04,-1.02531,1.17578
-1.1040e-04,-1.01937,1.14797
-1.1008e-04,-1.00687,1.17219
-1.0976e-04,-1.01297,1.18172
-1.0944e-04,-1.01875,1.17516
-1.0912e-04,-0.998594,1.18125
-1.0880e-04,-0.994531,1.18547
-1.0848e-04,-0.9975,1.18859
-1.0816e-04,-0.989531,1.20219
-1.0784e-04,-0.971094,1.19609
-1.0752e-04,-0.981563,1.20094
-1.0720e-04,-0.974375,1.21625
-1.0688e-04,-0.974063,1.20672
-1.0656e-04,-0.965156,1.20719
-1.0624e-04,-0.96,1.23047
-1.0592e-04,-0.958906,1.23344
-1.0560e-04,-0.965,1.22906
-1.0528e-04,-0.961719,1.25094
-1.0496e-04,-0.950469,1.23391
-1.0464e-04,-0.946875,1.24438
-1.0432e-04,-0.948125,1.25516
-1.0400e-04,-0.938906,1.25391
-1.0368e-04,-0.922656,1.26641
-1.0336e-04,-0.921719,1.2675
-1.0304e-04,-0.947656,1.25656
-1.0272e-04,-0.918125,1.2675
-1.0240e-04,-0.915781,1.28625
-1.0208e-04,-0.913125,1.27469
-1.0176e-04,-0.91,1.28937
-1.0144e-04,-0.893281,1.31328
-1.0112e-04,-0.904531,1.29953
-1.0080e-04,-0.889844,1.29859
-1.0048e-04,-0.887344,1.31016
-1.0016e-04,-0.897344,1.31297
-9.9840e-05,-0.882344,1.32109
-9.9520e-05,-0.877188,1.34359
-9.9200e-05,-0.88,1.31219
-9.8880e-05,-0.882812,1.34016
-9.8560e-05,-0.879062,1.32281
-9.8240e-05,-0.880938,1.33688
-9.7920e-05,-0.876094,1.36219
-9.7600e-05,-0.872031,1.35766
-9.7280e-05,-0.866719,1.35578
-9.6960e-05,-0.857344,1.37641
-9.6640e-05,-0.850625,1.36797
-9.6320e-05,-0.847031,1.36406
-9.6000e-05,-0.845625,1.38312
-9.5680e-05,-0.842812,1.37781
-9.5360e-05,-0.840938,1.38656
-9.5040e-05,-0.830937,1.39406
-9.4720e-05,-0.833906,1.38422
-9.4400e-05,-0.830313,1.40063
-9.4080e-05,-0.818906,1.42766
-9.3760e-05,-0.822344,1.40312
-9.3440e-05,-0.807969,1.41953
-9.3120e-05,-0.80125,1.43766
-9.2800e-05,-0.800156,1.41734
-9.2480e-05,-0.7975,1.43531
-9.2160e-05,-0.806563,1.43359
-9.1840e-05,-0.798906,1.42281
-9.1520e-05,-0.795156,1.46063
-9.1200e-05,-0.791563,1.44703
-9.0880e-05,-0.787656,1.44266
-9.0560e-05,-0.78,1.48078
-9.0240e-05,-0.778281,1.47297
-8.9920e-05,-0.771094,1.46797
-8.9600e-05,-0.775156,1.48641
-8.9280e-05,-0.760625,1.47766
-8.8960e-05,-0.759531,1.48609
-8.8640e-05,-0.757812,1.50562
-8.8320e-05,-0.751094,1.49109
-8.8000e-05,-0.750313,1.49641
-8.7680e-05,-0.753281,1.53563
-8.7360e-05,-0.733594,1.50641
-8.7040e-05,-0.735313,1.51469
-8.6720e-05,-0.733125,1.55063
-8.6400e-05,-0.725156,1.54469
-8.6080e-05,-0.729531,1.53484
-8.5760e-05,-0.72,1.55063
-8.5440e-05,-0.726094,1.54516
-8.5120e-05,-0.725156,1.54297
-8.4800e-05,-0.718906,1.5625
-8.4480e-05,-0.726562,1.55516
-8.4160e-05,-0.717656,1.55078
-8.3840e-05,-0.715156,1.59062
-8.3520e-05,-0.713125,1.56984
-8.3200e-05,-0.703594,1.56688
-8.2880e-05,-0.705937,1.58781
-8.2560e-05,-0.708906,1.57219
-8.2240e-05,-0.6975,1.58766
-8.1920e-05,-0.70875,1.61141
-8.1600e-05,-0.687656,1.59438
-8.1280e-05,-0.684219,1.61656
-8.0960e-05,-0.68,1.63391
-8.0640e-05,-0.679375,1.62563
-8.0320e-05,-0.682969,1.63516
-8.0000e-05,-0.680312,1.64078
-7.9680e-05,-0.674844,1.61406
-7.9360e-05,-0.675,1.64906
-7.9040e-05,-0.665312,1.65094
-7.8720e-05,-0.655625,1.63563
-7.8400e-05,-0.65875,1.66672
-7.8080e-05,-0.659844,1.68063
-7.7760e-05,-0.648906,1.65828
-7.7440e-05,-0.659062,1.70312
-7.7120e-05,-0.641563,1.68641
-7.6800e-05,-0.640313,1.67359
-7.6480e-05,-0.639531,1.69766
-7.6160e-05,-0.63125,1.69844
-7.5840e-05,-0.629062,1.69344
-7.5520e-05,-0.642188,1.71625
-7.5200e-05,-0.624844,1.71453
-7.4880e-05,-0.617031,1.71047
-7.4560e-05,-0.634687,1.75047
-7.4240e-05,-0.608594,1.72625
-7.3920e-05,-0.600469,1.73953
-7.3600e-05,-0.605781,1.75719
-7.3280e-05,-0.607344,1.75219
-7.2960e-05,-0.597656,1.75797
-7.2640e-05,-0.607187,1.78563
-7.2320e-05,-0.599531,1.76547
-7.2000e-05,-0.591094,1.78109
-7.1680e-05,-0.581562,1.79906
-7.1360e-05,-0.571406,1.78953
-7.1040e-05,-0.582187,1.78625
-7.0720e-05,-0.575937,1.81141
-7.0400e-05,-0.572187,1.7925
-7.0080e-05,-0.560312,1.81328
-6.9760e-05,-0.574688,1.83891
-6.9440e-05,-0.575313,1.82219
-6.9120e-05,-0.560937,1.83516
-6.8800e-05,-0.561406,1.84094
-6.8480e-05,-0.565625,1.83859
-6.8160e-05,-0.564844,1.86422
-6.7840e-05,-0.558281,1.86531
-6.7520e-05,-0.563438,1.85828
-6.7200e-05,-0.560312,1.88359
-6.6880e-05,-0.547813,1.88094
-6.6560e-05,-0.548281,1.86969
-6.6240e-05,-0.540312,1.89641
-6.5920e-05,-0.524375,1.89563
-6.5600e-05,-0.543438,1.90094
-6.5280e-05,-0.526563,1.91344
-6.4960e-05,-0.521875,1.91656
-6.4640e-05,-0.534687,1.9075
-6.4320e-05,-0.526094,1.94969
-6.4000e-05,-0.516719,1.91844
-6.3680e-05,-0.513125,1.92953
-6.3360e-05,-0.506094,1.95109
-6.3040e-05,-0.5125,1.9425
-6.2720e-05,-0.508437,1.94344
-6.2400e-05,-0.504531,1.96516
-6.2080e-05,-0.494063,1.96359
-6.1760e-05,-0.498594,1.98
-6.1440e-05,-0.482813,1.99969
-6.1120e-05,-0.484375,1.98687
-6.0800e-05,-0.492656,1.99516
-6.0480e-05,-0.48,2.00328
-6.0160e-05,-0.477187,1.99797
-5.9840e-05,-0.485156,2.01313
-5.9520e-05,-0.4825,2.02641
-5.9200e-05,-0.485,2.00984
-5.8880e-05,-0.478281,2.04109
-5.8560e-05,-0.470156,2.04719
-5.8240e-05,-0.466406,2.04234
-5.7920e-05,-0.467813,2.06094
-5.7600e-05,-0.440625,2.05797
-5.7280e-05,-0.455937,2.05672
-5.6960e-05,-0.450625,2.07656
-5.6640e-05,-0.448437,2.07953
-5.6320e-05,-0.450781,2.08328
-5.6000e-05,-0.456406,2.10094
-5.5680e-05,-0.440469,2.09844
-5.5360e-05,-0.439375,2.10672
-5.5040e-05,-0.440937,2.11719
-5.4720e-05,-0.430469,2.11719
-5.4400e-05,-0.435625,2.11406
-5.4080e-05,-0.423594,2.14281
-5.3760e-05,-0.428594,2.13813
-5.3440e-05,-0.415156,2.14094
-5.3120e-05,-0.415625,2.15469
-5.2800e-05,-0.400938,2.14562
-5.2480e-05,-0.403438,2.16016
-5.2160e-05,-0.409219,2.17891
-5.1840e-05,-0.412813,2.17406
-5.1520e-05,-0.406719,2.18906
-5.1200e-05,-0.396719,2.20359
-5.0880e-05,-0.411406,2.17906
-5.0560e-05,-0.384063,2.20844
-5.0240e-05,-0.384063,2.21422
-4.9920e-05,-0.380156,2.20422
-4.9600e-05,-0.370938,2.23188
-4.9280e-05,-0.3625,2.23438
-4.8960e-05,-0.380937,2.21766
-4.8640e-05,-0.372969,2.25188
-4.8320e-05,-0.371719,2.24469
-4.8000e-05,-0.363125,2.24609
